(9139, 4)
(9140, 10)
(9141, 4)
(9142, 4)
(9143, 2)
(9144, 51)
(9145, 4)
(9146, 4)
(9147, 2)
(9148, 3)
(9149, 2)
(9150, 35)
(9152, 104)
(9153, 11)
(9154, 4)
(9155, 2)
(9156, 35)
(9158, 4)
(9159, 4)
(9160, 20)
(9162, 10)
(9163, 10)
(9164, 10)
(9165, 14)
(9166, 2)
(9167, 2)
(9168, 37)
(9169, 2)
(9170, 14)
(9171, 3)
(9172, 3)
(9174, 14)
(9175, 3)
(9176, 20)
(9177, 14)
(9178, 4)
(9179, 2)
(9180, 197)
(9182, 2)
(9183, 2)
(9184, 63)
(9185, 4)
(9186, 4)
(9188, 3)
(9189, 3)
(9190, 4)
(9191, 4)
(9192, 20)
(9193, 2)
(9194, 2)
(9195, 4)
(9196, 25)
(9197, 2)
(9198, 35)
(9200, 97)
(9201, 2)
(9202, 4)
(9204, 35)
(9205, 4)
(9206, 2)
(9207, 20)
(9208, 6)
(9210, 14)
(9211, 2)
(9212, 25)
(9213, 4)
(9214, 4)
(9215, 4)
(9216, 391)
(9217, 2)
(9218, 4)
(9219, 4)
(9220, 10)
(9222, 14)
(9223, 2)
(9224, 6)
(9225, 25)
(9226, 4)
(9228, 10)
(9229, 2)
(9230, 14)
(9231, 4)
(9232, 11)
(9233, 2)
(9234, 63)
(9235, 2)
(9236, 3)
(9237, 2)
(9238, 4)
(9240, 295)
(9242, 2)
(9243, 10)
(9244, 3)
(9245, 3)
(9246, 14)
(9247, 2)
(9248, 46)
(9249, 2)
(9250, 20)
(9251, 3)
(9252, 25)
(9253, 2)
(9254, 4)
(9255, 4)
(9256, 20)
(9258, 4)
(9259, 2)
(9260, 10)
(9261, 30)
(9262, 4)
(9263, 2)
(9264, 37)
(9265, 4)
(9266, 4)
(9267, 2)
(9268, 10)
(9269, 4)
(9270, 35)
(9271, 2)
(9272, 20)
(9273, 4)
(9274, 2)
(9275, 10)
(9276, 10)
(9278, 2)
(9279, 3)
(9280, 104)
(9282, 51)
(9284, 10)
(9285, 4)
(9286, 2)
(9287, 2)
(9288, 108)
(9289, 2)
(9290, 4)
(9291, 4)
(9292, 10)
(9294, 4)
(9295, 10)
(9296, 37)
(9297, 3)
(9298, 2)
(9299, 2)
(9300, 91)
(9301, 2)
(9302, 2)
(9303, 4)
(9304, 6)
(9305, 2)
(9306, 35)
(9307, 2)
(9308, 10)
(9309, 4)
(9310, 35)
(9312, 63)
(9313, 2)
(9314, 2)
(9315, 37)
(9316, 10)
(9317, 6)
(9318, 4)
(9320, 20)
(9321, 4)
(9322, 4)
(9324, 91)
(9325, 3)
(9326, 2)
(9327, 2)
(9328, 37)
(9329, 2)
(9330, 14)
(9331, 4)
(9332, 3)
(9333, 10)
(9334, 4)
(9335, 2)
(9336, 20)
(9338, 14)
(9339, 4)
(9340, 10)
(9342, 20)
(9344, 44)
(9345, 14)
(9346, 2)
(9347, 2)
(9348, 35)
(9350, 35)
(9351, 3)
(9352, 20)
(9353, 2)
(9354, 4)
(9355, 2)
(9356, 3)
(9357, 2)
(9358, 2)
(9359, 3)
(9360, 391)
(9361, 4)
(9362, 4)
(9363, 2)
(9364, 3)
(9365, 2)
(9366, 14)
(9367, 4)
(9368, 6)
(9369, 6)
(9370, 4)
(9372, 35)
(9373, 4)
(9374, 4)
(9375, 18)
(9376, 18)
(9378, 10)
(9379, 2)
(9380, 35)
(9381, 4)
(9382, 2)
(9383, 2)
(9384, 73)
(9385, 2)
(9386, 10)
(9387, 10)
(9388, 3)
(9389, 2)
(9390, 14)
(9392, 11)
(9393, 4)
(9394, 14)
(9395, 2)
(9396, 97)
(9398, 4)
(9399, 4)
(9400, 51)
(9401, 4)
(9402, 4)
(9404, 3)
(9405, 35)
(9406, 2)
(9407, 2)
(9408, 288)
(9409, 2)
(9410, 4)
(9411, 2)
(9412, 10)
(9414, 10)
(9415, 4)
(9416, 20)
(9417, 4)
(9418, 4)
(9420, 35)
(9422, 4)
(9423, 6)
(9424, 37)
(9425, 10)
(9426, 4)
(9427, 2)
(9428, 3)
(9429, 4)
(9430, 14)
(9432, 51)
(9434, 4)
(9435, 14)
(9436, 10)
(9438, 35)
(9440, 63)
(9441, 3)
(9442, 2)
(9443, 4)
(9444, 10)
(9445, 2)
(9446, 2)
(9447, 4)
(9448, 6)
(9449, 2)
(9450, 197)
(9451, 2)
(9452, 10)
(9453, 4)
(9454, 4)
(9455, 4)
(9456, 37)
(9457, 3)
(9458, 2)
(9459, 3)
(9460, 35)
(9462, 14)
(9464, 51)
(9465, 4)
(9466, 2)
(9468, 25)
(9469, 2)
(9470, 4)
(9471, 14)
(9472, 66)
(9474, 4)
(9475, 3)
(9476, 10)
(9477, 29)
(9478, 4)
(9480, 73)
(9481, 2)
(9482, 4)
(9483, 4)
(9484, 3)
(9485, 4)
(9486, 35)
(9487, 2)
(9488, 11)
(9489, 2)
(9490, 14)
(9492, 35)
(9493, 2)
(9494, 4)
(9495, 10)
(9496, 6)
(9498, 4)
(9499, 4)
(9500, 51)
(9501, 2)
(9502, 2)
(9503, 4)
(9504, 381)
(9505, 2)
(9506, 10)
(9507, 2)
(9508, 3)
(9509, 2)
(9510, 14)
(9512, 20)
(9513, 10)
(9514, 4)
(9515, 4)
(9516, 35)
(9517, 2)
(9518, 2)
(9519, 4)
(9520, 140)
(9522, 25)
(9523, 2)
(9524, 3)
(9525, 10)
(9526, 4)
(9527, 2)
(9528, 20)
(9529, 2)
(9530, 4)
(9531, 6)
(9532, 3)
(9534, 14)
(9535, 2)
(9536, 29)
(9537, 10)
(9538, 4)
(9540, 91)
(9541, 4)
(9542, 4)
(9543, 2)
(9544, 6)
(9545, 4)
(9546, 14)
(9548, 35)
(9549, 3)
(9550, 10)
(9552, 37)
(9553, 2)
(9554, 4)
(9555, 35)
(9556, 3)
(9557, 2)
(9558, 37)
(9559, 3)
(9560, 20)
(9561, 2)
(9562, 4)
(9563, 2)
(9564, 10)
(9565, 2)
(9566, 2)
(9567, 3)
(9568, 63)
(9569, 2)
(9570, 51)
(9571, 2)
(9572, 3)
(9573, 2)
(9574, 2)
(9575, 3)
(9576, 197)
(9577, 2)
(9578, 2)
(9579, 4)
(9580, 10)
(9581, 4)
(9582, 4)
(9583, 3)
(9584, 11)
(9585, 20)
(9586, 2)
(9588, 35)
(9589, 2)
(9590, 14)
(9591, 4)
(9592, 20)
(9593, 2)
(9594, 35)
(9595, 4)
(9596, 3)
(9597, 4)
(9598, 2)
(9599, 2)
(9600, 466)
(9602, 2)
(9603, 10)
(9604, 28)
(9605, 4)
(9606, 4)
(9607, 2)
(9608, 6)
(9609, 2)
(9610, 10)
(9611, 2)
(9612, 51)
(9614, 14)
(9615, 4)
(9616, 11)
(9617, 2)
(9618, 14)
(9620, 35)
(9621, 3)
(9622, 4)
(9624, 20)
(9625, 20)
(9626, 2)
(9627, 2)
(9628, 10)
(9630, 35)
(9632, 63)
(9633, 10)
(9634, 2)
(9635, 4)
(9636, 35)
(9637, 2)
(9638, 4)
(9639, 37)
(9640, 20)
(9641, 2)
(9642, 4)
(9644, 3)
(9645, 4)
(9646, 14)
(9647, 2)
(9648, 97)
(9650, 10)
(9651, 2)
(9652, 10)
(9653, 3)
(9654, 4)
(9655, 2)
(9656, 20)
(9657, 10)
(9658, 4)
(9659, 2)
(9660, 134)
(9662, 2)
(9663, 2)
(9664, 29)
(9665, 2)
(9666, 20)
(9667, 2)
(9668, 3)
(9669, 4)
(9670, 4)
(9671, 2)
(9672, 73)
(9673, 2)
(9674, 4)
(9675, 25)
(9676, 10)
(9678, 4)
(9680, 97)
(9681, 4)
(9682, 4)
(9683, 2)
(9684, 25)
(9685, 4)
(9686, 4)
(9687, 2)
(9688, 20)
(9690, 51)
(9691, 2)
(9692, 3)
(9693, 6)
(9694, 4)
(9695, 4)
(9696, 63)
(9698, 4)
(9699, 4)
(9700, 25)
(9701, 2)
(9702, 91)
(9703, 2)
(9704, 6)
(9705, 4)
(9706, 4)
(9707, 2)
(9708, 10)
(9709, 4)
(9710, 4)
(9711, 10)
(9712, 11)
(9713, 2)
(9714, 4)
(9715, 4)
(9716, 10)
(9717, 4)
(9718, 4)
(9720, 381)
(9722, 2)
(9723, 4)
(9724, 35)
(9725, 3)
(9726, 4)
(9727, 2)
(9728, 96)
(9729, 10)
(9730, 14)
(9731, 2)
(9732, 10)
(9734, 4)
(9735, 14)
(9736, 6)
(9737, 4)
(9738, 10)
(9740, 10)
(9741, 4)
(9742, 2)
(9744, 140)
(9745, 2)
(9746, 4)
(9747, 15)
(9748, 3)
(9750, 73)
(9751, 3)
(9752, 20)
(9753, 2)
(9754, 2)
(9755, 2)
(9756, 25)
(9757, 2)
(9758, 14)
(9759, 2)
(9760, 63)
(9761, 2)
(9762, 4)
(9763, 2)
(9764, 3)
(9765, 35)
(9766, 4)
(9768, 73)
(9770, 4)
(9771, 2)
(9772, 10)
(9773, 2)
(9774, 20)
(9775, 10)
(9776, 37)
(9777, 2)
(9778, 2)
(9779, 4)
(9780, 35)
(9782, 4)
(9783, 3)
(9784, 6)
(9785, 4)
(9786, 14)
(9788, 3)
(9789, 4)
(9790, 14)
(9792, 288)
(9793, 2)
(9794, 4)
(9795, 4)
(9796, 10)
(9797, 2)
(9798, 14)
(9799, 2)
(9800, 136)
(9801, 28)
(9802, 10)
(9804, 35)
(9805, 4)
(9806, 2)
(9807, 4)
(9808, 11)
(9809, 2)
(9810, 35)
(9812, 10)
(9813, 2)
(9814, 4)
(9815, 4)
(9816, 20)
(9818, 2)
(9819, 3)
(9820, 10)
(9821, 4)
(9822, 4)
(9823, 4)
(9824, 18)
(9825, 10)
(9826, 6)
(9827, 2)
(9828, 197)
(9830, 4)
(9831, 4)
(9832, 6)
(9834, 14)
(9835, 4)
(9836, 3)
(9837, 3)
(9838, 2)
(9840, 140)
(9841, 2)
(9842, 14)
(9843, 4)
(9844, 10)
(9845, 4)
(9846, 10)
(9847, 2)
(9848, 6)
(9849, 10)
(9850, 10)
(9852, 10)
(9853, 2)
(9854, 4)
(9855, 20)
(9856, 164)
(9858, 14)
(9860, 35)
(9861, 4)
(9862, 2)
(9863, 2)
(9864, 51)
(9865, 2)
(9866, 2)
(9867, 14)
(9868, 3)
(9869, 2)
(9870, 51)
(9872, 11)
(9873, 3)
(9874, 2)
(9875, 6)
(9876, 10)
(9877, 4)
(9878, 4)
(9879, 4)
(9880, 73)
(9881, 2)
(9882, 37)
(9884, 10)
(9885, 4)
(9886, 2)
(9888, 63)
(9889, 4)
(9890, 14)
(9891, 10)
(9892, 3)
(9893, 2)
(9894, 14)
(9895, 2)
(9896, 6)
(9897, 2)
(9898, 10)
(9899, 2)
(9900, 248)
(9902, 2)
(9903, 2)
(9904, 11)
(9905, 4)
(9906, 14)
(9908, 3)
(9909, 6)
(9910, 4)
(9911, 4)
(9912, 73)
(9913, 2)
(9914, 2)
(9915, 4)
(9916, 10)
(9917, 2)
(9918, 35)
(9919, 4)
(9920, 104)
(9921, 2)
(9922, 10)
(9924, 10)
(9925, 3)
(9926, 4)
(9927, 3)
(9928, 20)
(9930, 14)
(9932, 10)
(9933, 14)
(9934, 2)
(9935, 2)
(9936, 211)
(9937, 2)
(9938, 2)
(9939, 2)
(9940, 35)
(9942, 4)
(9943, 2)
(9944, 20)
(9945, 35)
(9946, 2)
(9947, 6)
(9948, 10)
(9950, 10)
(9951, 4)
(9952, 18)
(9953, 2)
(9954, 35)
(9955, 4)
(9956, 10)
(9957, 2)
(9958, 4)
(9959, 2)
(9960, 73)
(9961, 2)
(9962, 4)
(9963, 18)
(9964, 10)
(9965, 2)
(9966, 14)
(9968, 37)
(9969, 2)
(9970, 4)
(9971, 3)
(9972, 25)
(9974, 2)
(9975, 35)
(9976, 20)
(9977, 2)
(9978, 4)
(9979, 2)
(9980, 10)
(9981, 3)
(9982, 14)
(9983, 2)
(9984, 253)
(9985, 2)
(9986, 2)
(9987, 2)
(9988, 10)
(9989, 2)
(9990, 73)
(9991, 2)
(9992, 6)
(9993, 2)
(9994, 4)
(9995, 2)
(9996, 91)
(9997, 2)
(9998, 2)
(9999, 10)
(10000, 108)
